ID,NAME,CATEGORY,CHECK-IN,LAT,LONG
4bb78b8f3db7b7139222209a,Kingdom Centre | ªÄ¿±ªÛ¿_ ¿_ªÜªÄªÄªÜªÛ¿©,Coffee Shop,93420,24.71163255,46.67477131
4c892e4897828cfa5630a2aa,Centria | ¿_ªæ¿é¿±ª_¿_,Coffee Shop,73327,24.69712918,46.68392301
4eaac9cecc217eb08e78c735,Panorama Mall | ¿å¿_ªæª_¿±¿_ªÄ¿_ ªÄª_ªÜ,Mall,61518,24.69228232,46.67018274
4bcc31a7b6c49c74e64b9391,Tao | ¿é¿_ª_,Restaurant,46252,24.69986628,46.69135879
50ae0262e4b042e77fd721ab,Granada Center | ªÄ¿±ªÛ¿_ ¿_¿±ªæ¿_¿à¿©,Restaurant,43501,24.78086629,46.7307682
4d6174ab73e76a311d0ce196,Riyadh Gallery | ¿_ªÜ¿±ª_¿_¿_ ¿Œ¿_ªÜª_¿±ª_,Shop,42949,24.74361948,46.65829696
4b838dfcf964a520950931e3,Tutti Caf’å | ¿£ªæª_¿_¿_ ¿_ªÜªäªöª_¿©,Restaurant,35804,24.69309847,46.67364387
5193a1ad498eb76c92f3fb9d,Hayat Mall | ¿_ª_¿_¿© ªÄª_ªÜ,Trail,33564,24.74293381,46.67992115
4cc3237ab2beb1f7d99e144c,King Abdullah Road Walking Area | ªÄªÄ¿‚ª_ ¿à¿±ª_ªä ¿_ªÜªÄªÜªÛ ¿_¿å¿À¿_ªÜªÜªö,Mobile Phone Shop,32294,24.74108246,46.69710875
4f41391be4b0f7b459efed08,Al-Faisaliyah Mall | ªÄ¿ŒªÄ¿_ ¿_ªÜªª_¿µªÜª_¿©,Shoe Store,31693,24.68958374,46.68597668
5540d43b498eccfc106a61f6,Starbucks | ¿_¿é¿_¿±¿åªÛ¿_,Resraurant,30838,24.676143,46.67635
4ea674069a524accd190a45d,King Fahad Rd | ¿à¿±ª_ªä ¿_ªÜªÄªÜªÛ ªªö¿À,Road,29022,24.69977979,46.67742592
4e7b3595dab41c8304c23e3e,Burger Boutique | ¿å¿±¿Œ¿± ¿åª_¿éª_ªÛ,Bowling Alley,29011,24.70298828,46.67886431
4cab502436fa6dcbd0e5d778,Lusin | ªÜª_¿_ª_ªæ,Dessert Shop,28035,24.69787485,46.6836977
502d7916e4b0648636b82c30,Starbucks | ¿_¿é¿_¿±¿åªÛ¿_,Restaurant,27385,24.73056174,46.67179067
4b8f57b6f964a520025233e3,IKEA | ¿_ª_ªÛª_¿_,Coffee Shop,25438,24.65957518,46.78713062
4f0c62ade4b0065899e607da,Coffee Shop Bateel | ªÛ¿_ªª_ªö ¿å¿éª_ªÜ,Bakery,25435,24.6997348,46.69093895
4bc223d074a9a59359d2d2f6,Al-Faisaliah Tower | ¿å¿±¿Œ ¿_ªÜªª_¿µªÜª_¿©,Electronics Store,24356,24.6902647,46.68509937
4f1a96f2e4b08fa663deae89,Paul | ª_ª_ªÜ,Restaurant,22056,24.69743315,46.68658986
4b914064f964a5204fad33e3,Piatto | ¿åª_¿_¿éª_,Restaurant,20945,24.77176259,46.67416513
4b897856f964a520503932e3,Aldiriyah | ¿_ªÜ¿À¿±¿_ª_¿©,Restaurant,19759,24.74235724,46.57704882
4e7b3595dab41c8304c23e3e,Fuddruckers | ª¿À¿±ªÛ¿±¿_,Bowling Alley,19666,24.68906468,46.67383721
52efd23b11d2203926fb13d2,Al Nakheel Mall | ¿_ªÜªæ¿Âª_ªÜ ªÄª_ªÜ,Coffee Shop,17919,24.76793345,46.71485158
5193a1ad498eb76c92f3fb9d,Al-Orouba Road | ¿à¿±ª_ªä ¿_ªÜ¿_¿±ª_¿åªö,Trail,17828,24.72174972,46.69672261
4b914064f964a5204fad33e3,Starbucks | ¿_¿é¿_¿±¿åªÛ¿_,Restaurant,17371,24.77239179,46.67309686
50b10a19e4b004e6d2ec4344,Al-Mayas Beirut | ¿_ªÜªÄª_¿_¿_ ¿åª_¿±ª_¿é,Restaurant,16954,24.68699332,46.68148181
4c892e4897828cfa5630a2aa,Starbucks | ¿_¿é¿_¿±¿åªÛ¿_,Coffee Shop,16858,24.71490971,46.67785585
4e7b3595dab41c8304c23e3e,Localizer Mall | ªÜª_ªÛ¿_ªÜ¿_ª_¿_¿±,Bowling Alley,16350,24.69916418,46.69169372
4ba6f421f964a5209f7939e3,Eastern Ring Road | ¿_ªÜ¿à¿±ª_ªä ¿_ªÜ¿À¿_¿_¿±ª_ ¿_ªÜ¿‚¿±ªäª_,Road,16157,24.74210574,46.74820109
4bc223d074a9a59359d2d2f6,Smash Burger | ¿_ªÄ¿_¿‚ ¿å¿±¿Œ¿±,Electronics Store,15590,24.68950298,46.6867974
4c4c19985609c9b6dbac0992,Len’‚tre | ªÜª_ªæª_¿é¿±,Restaurant,15579,24.69726272,46.68353817
4b781727f964a52058b52ee3,Johnny Rockets | ¿Œª_ªæª_ ¿±ª_ªÛª_¿é¿_,Resraurant,15489,24.69798213,46.6867125
4f561bcae4b0d0433013e4ee,BurgerFuel | ¿å¿±¿_¿± ªª_ª_ªÜ,Cupcake Shop,15362,24.6976738,46.70421028
51e84d06498ea35b580546b1,Hitteen Plaza | ¿_¿àª_ªæ ¿åªÜ¿_¿_¿_,Juice Bar,15331,24.75352339,46.61017928
4c4c19985609c9b6dbac0992,Ladur’©e | ªÜ¿_¿Àª_¿±ª_ªö,Restaurant,15097,24.6979379,46.68359949
4cc3237ab2beb1f7d99e144c,Sahara Mall ¿µ¿_¿_¿±ª_ ªÄª_ªÜ,Mobile Phone Shop,14649,24.73872439,46.6831398
4e88b75429c2ea60eefec400,Al Thumamah | ¿_ªÜ¿âªÄ¿_ªÄ¿©,Coffee Shop,14452,24.85408635,46.77610065
4c192a06d4d9c928c28df029,Cioccolat Italiani | ¿‚ª_ªÛªÜª_¿é ¿_ª_¿é¿_ªÜª_¿_ªæª_,Restaurant,14053,24.6971783,46.68565594
4c892e4897828cfa5630a2aa,Kingdom Tower | ¿å¿±¿Œ ¿_ªÜªÄªÄªÜªÛ¿©,Coffee Shop,13695,24.71208307,46.67446911
4b72bbd3f964a52006862de3,Tokyo Restaurant | ªÄ¿à¿_ªÄ ¿àª_ªÛª_ª_,Dessert Shop,13567,24.72051966,46.6908682
4e7c9e0a88777c30772abe29,Starbucks | ¿_¿é¿_¿±¿åªÛ¿_,Restaurant,13386,24.767025,46.75593734
4e973ca4722eef174f72d523,Tutti Cafe | ¿éª_¿éª_ ªÛ¿_ªª_ªö,Coffee Shop,13086,24.74540173,46.62024472
4ea9bbd302d52c460a8980d5,Tutti Cafe | ¿£ªæª_¿_¿_ ¿_ªÜªäªöª_¿©,Resraurant,12950,24.79534398,46.6558928
4b8f57b6f964a520025233e3,Jarir Bookstore | ªÄªÛ¿é¿å¿© ¿Œ¿±ª_¿±,Coffee Shop,12935,24.7724354,46.67296011
4b78de8df964a52018e52ee3,Tamimi Markets | ¿£¿_ª_¿_ªä ¿_ªÜ¿éªÄª_ªÄª_,Coffee Shop,12545,24.71363798,46.63377527
4f252b1be4b006e5c2e68f30,Wayne's Coffee | ª_¿_ª_ªæ¿_ ªÛª_ªª_,Coffee Shop,12445,24.71517842,46.65994222
51e84d06498ea35b580546b1,Karem Cafe | ªÄªäªöª_ ªÛ¿±ª_ªÄ,Juice Bar,12345,24.67567677,46.66904637
4b8d3a23f964a52088ee32e3,Marble Slab Creamery | ªÄ¿_¿±¿åªÜ ¿_ªÜ¿_¿å ¿¢ª_¿_ªÛ¿±ª_ªÄ,Japanese Restaurant,12146,24.73555056,46.64830868
4bcc31a7b6c49c74e64b9391,Chili's | ¿é¿‚ª_ªÜª_¿_,Restaurant,11681,24.70348436,46.70134664
4e844af9d3e35a80a8e7ac53,Fitness Time | ª_ªä¿é ¿_ªÜªÜª_¿_ªä¿©,Gym,11541,24.74318065,46.62107378
4b65bb89f964a52059fc2ae3,Diamond | ¿À¿_ª_ªÄª_ªæ¿À,Coffee Shop,11499,24.69955758,46.69224093
531e16bd498efd001f4e1e60,Johnny Rocket's | ¿Œª_ªæª_ ¿±ª_ªÛª_¿é¿_,Restaurant,11366,24.77996503,46.66308676
4fae7373e4b08a2bb957d118,Java Time | ¿Œ¿_÷_¿_ ¿é¿_ª_ªÄ,Donut Shop,11284,24.75814919,46.7338747
52c43f83498e0450ea105486,Al Masaa | ¿_ªÜªÄ¿_¿_¿,Mall,10989,24.71295595,46.67318646
5257253411d294223f9f3688,Century Burger | ¿_ªæ¿‚¿±ª_ ¿å¿±¿Œ¿±,Resraurant,10963,24.69841583,46.68914258
4b65bb89f964a52059fc2ae3,Outback Restaurant | ¿£ª_¿é¿å¿_ªÛ ¿_¿éª_ªÛ ªö¿_ª_¿_,Coffee Shop,10889,24.699396,46.691686
4b914064f964a5204fad33e3,Steak House | ¿_¿éª_ªÛ ªö¿_ª_¿_,Restaurant,10758,24.77198115,46.6746483
4e91596e49013919db2fba98,Yummy Wok | ª_ªÄª_ ª_ª_ªÛ,Pet Store,10667,24.67608847,46.67538867
5049e167e4b0568d3c3d5d5d,InterContinental | ¿Çªæ¿é¿±ªÛª_ªæ¿éª_ªæª_ªæ¿é¿_ªÜ,Golf Course,10485,24.66698639,46.69142246
4d2146a4d7b0b1f77cf71b9f,Wayne's Coffee | ª_¿_ª_ªæ¿_ ªÛª_ªª_,Donut Shop,10480,24.67566508,46.67582252
4c4c19985609c9b6dbac0992,The Restaurant,Restaurant,10224,24.69740567,46.68330234
5193a1ad498eb76c92f3fb9d,Tamimi Markets | ¿£¿_ª_¿_ªä ¿_ªÜ¿éªÄª_ªÄª_,Trail,10064,24.69737751,46.70215778
4f4bd898e4b0927adc54c536,Takhassusi St | ¿‚¿_¿±¿_ ¿_ªÜ¿é¿Â¿µ¿µª_,Road,10052,24.72258694,46.65528774
4ea2f07e722ec75ade815508,Fuddruckers | ª¿À¿±ªÛ¿±¿_,Supermarket,10004,24.76764867,46.75704262
4fae7373e4b08a2bb957d118,Dunkin' Donuts | ¿À¿_ªæªÛªæ ¿Àª_ªæ¿é¿_,Donut Shop,9997,24.75355424,46.72396101
4b897856f964a520503932e3,¿Œ¿_÷_¿_ ¿é¿_ª_ªÄ | Java Time,Restaurant,9863,24.68073287,46.67687416
4d4c01cfe4fd6ea8f7e8be61,Joe's Cafe | ¿Œª_¿_ ªÛ¿_ªª_ªö,Coffee Shop,9826,24.69147424,46.67071085
4d04b06554d0236a6594f0d5,Starbucks | ¿_¿é¿_¿±¿åªÛ¿_,Coffee Shop,9774,24.70454573,46.67927461
53944553498ecef1831affe3,Tamimi Markets | ¿£¿_ª_¿_ªä ¿_ªÜ¿éªÄª_ªÄª_,Tea Room,9745,24.69048474,46.68236377
51120d23e4b0fe8b7a8d994b,¿_ªÜ¿_¿_¿ç¿±ª_¿© | Alatheriya,Campground,9723,25.1047004,46.63796426
4ff8433ee4b002d4d3d4992c,Tamimi Markets | ¿£¿_ª_¿_ªä ¿_ªÜ¿éªÄª_ªÄª_,Grocery Store,9579,24.81884365,46.68668891
4b713499f964a5207c3c2de3,Pizza Roma | ¿åª_¿é¿_¿_ ¿±ª_ªÄ¿_,Pizza Place,9573,24.70089302,46.69216073
4f817c97e4b0c7b85619c02f,White Garden Cafe | ª_¿_ª_¿é ªä¿_¿±¿Àªæ ªÛ¿_ªª_ªö,Turkish Restaurant,9566,24.69432188,46.683864
4bbf8fdb74a9a593c6aacef6,Dunkin' Donuts | ¿À¿_ªæªÛªæ ¿Àª_ªæ¿é¿_,Supermarket,9520,24.74541737,46.62025414
51b22ffa498eec8aca67b1d4,Boardwalk Burgers & Fries | ¿åª_¿±¿Àª_ªÛ ¿å¿±¿Œ¿±,Shop,9432,24.7171554,46.65892394
4d6174ab73e76a311d0ce196,Al Qarawi Galleria | ¿_ªÜªä¿±¿_¿_ª_ª_ ªä¿_ªÜª_¿±ª_¿_,Shop,9343,24.71215916,46.67133328
4ea56ab7b80355a982f8cfa3,Java Time | ¿Œ¿_ª¿_ ¿é¿_ª_ªÄ,Restaurant,9227,24.72574443,46.65949345
4c4c53dbc668e21ee8525afb,Jarir Bookstore | ªÄªÛ¿é¿å¿© ¿Œ¿±ª_¿±,Coffee Shop,8997,24.70163682,46.68061401
50ffb51fe4b0a49395f7f300,¿£¿_ª_¿_ªä ¿_ªÜ¿éªÄª_ªÄª_ | Tamimi Market,Coffee Shop,8883,24.82011004,46.64234211
51929f90498e72002b46a05a,Burgeronomy | ¿å¿±¿Œ¿±ª_ªæª_ªÄª_,Resraurant,8878,24.80613598,46.69305325
51081ee0e4b093dcac39e0ec,Starbucks | ¿_¿é¿_¿±¿åªÛ¿_,Restaurant,8425,24.8058146,46.69315138
50583de6e4b02ba603de9f2e,Mama Noura | ªÄ¿_ªÄ¿_ ªæª_¿±¿©,Coffee Shop,8382,24.72438984,46.65726185
5193a1ad498eb76c92f3fb9d,King Abdualaziz Rd,Trail,8244,24.7452479,46.68244395
4b838dfcf964a520950931e3,Mirage | ªÄª_¿±¿_¿Œ,Restaurant,8226,24.70885767,46.66302076
4db96e3c6e818f67a9be43d6,Fat Burger | ª¿_¿é ¿å¿±¿Œ¿±,Candy Store,7982,24.68961797,46.67332792
4c601b8490b2c9b6d7013c22,Jarir Bookstore | ªÄªÛ¿é¿å¿© ¿Œ¿±ª_¿±,Restaurant,7968,24.69391192,46.67052696
4f78ad95e4b00562b70989fa,Danube | ¿_ªÜ¿À¿_ªæª_¿å,Bakery,7903,24.74270811,46.67965662
5392bba3498ee0e5e0b5258f,Tim Hortons | ¿éª_ªÄ ªöª_¿±¿éªæ¿_,Coffee Shop,7865,24.78306694,46.72963518
4f0c62ade4b0065899e607da,Munch Bakery | ªÄªæ¿‚ ¿åª_ªÛ¿±ª_,Bakery,7763,24.701632,46.691744
4b914064f964a5204fad33e3,Tamimi Markets | ¿_¿_ª_¿_ªä ¿_ªÜ¿éªÄª_ªÄª_,Restaurant,7731,24.79083891,46.64874701
4b8f57b6f964a520025233e3,Saco World | ¿_¿_ªÜªÄ ¿_¿_ªÛª_,Coffee Shop,7673,24.76928652,46.66440215
4fd073eae4b03518ead765e2,Tamimi Markets ¿£¿_ª_¿_ªä ¿_ªÜ¿éªÄª_ªÄª_,Food Court,7569,24.736669,46.68378815
4c8fbb1e0b9e3704ddce615e,Fitness Time | ª_ªä¿é ¿_ªÜªÜª_¿_ªä¿©,Resraurant,7514,24.77029092,46.62038132
4cb86ba69552b60cd855cc8b,Starbucks | ¿_¿é¿_¿±¿åªÛ¿_,Coffee Shop,7475,24.69120258,46.68621898
4b82e734f964a52022ec30e3,Harvey Nichols | ªö¿_¿±÷_ª_ ªæª_ªÛªÜ¿_,Restaurant,7449,24.68913547,46.68448149
4dbd47e20cb691071cb6454a,T.G.I. Friday's | ª¿±¿_ª_¿Àª_¿_,Coffee Shop,7386,24.70482438,46.66470861
4ea56ab7b80355a982f8cfa3,Al-Masaa | ¿_ªÜªÄ¿_¿_¿,Restaurant,7365,24.72776919,46.66328949
4e8db67782319c780c61818b,Dunkin' Donuts ¿À¿_ªæªÛªæ ¿Àª_ªæ¿é¿_,Coffee Shop,7342,24.73049903,46.67160206
5298688b498ecb8271e30ab9,GODIVA | ¿Œª_¿À¿_ª_÷_¿_,Resraurant,7304,24.71875583,46.65805654
4b838dfcf964a520950931e3,Dunkin' Donuts | ¿À¿_ªæªÛªæ ¿Àª_ªæ¿é¿_,Restaurant,7168,24.708113,46.661667
50ae0262e4b042e77fd721ab,Alwan Hookah Bar | ªÄªäªöª_ ª_ªÄªæ¿é¿_ªö ¿_ªÜª_¿_ªæ,Restaurant,7024,24.82710995,46.79398416
5298688b498ecb8271e30ab9,Caff’© Bene | ªÛ¿_ªª_ªö ¿åª_ªæª_,Resraurant,6860,24.71736769,46.65875423
4b72bbd3f964a52006862de3,Java Time | ¿Œ¿_÷_¿_ ¿é¿_ª_ªÄ,Dessert Shop,6804,24.7269577,46.69074118
4e99dbdfbe7bc875aa42960b,Starbucks | ¿_¿é¿_¿±¿åªÛ¿_,Chocolate Shop,6787,24.69325032,46.69545355
4f08a3e6e4b0540ca2543782,dr.CAFE COFFEE | ¿À. ªÛª_ª,Restaurant,6622,24.68574201,46.70634779
531e16bd498efd001f4e1e60,Gloria Jean's Coffee | ¿_ªÜª_¿±ª_¿_ ¿Œª_ªæ¿_ ªÛª_ªª_,Restaurant,6583,24.7815184,46.66243615
4c192a06d4d9c928c28df029,Dairy Queen | ¿Àª_¿±ª_ ªÛª_ª_ªæ,Restaurant,6546,24.70055741,46.69236829
536b5ae7498e047e33524612,Nino | ªæª_ªæª_,Restaurant,6540,24.79813839,46.65468605
4e7c9e0a88777c30772abe29,Jarir Bookstore | ªÄªÛ¿é¿å¿© ¿Œ¿±ª_¿±,Restaurant,6521,24.76707678,46.75623536
4da5ec8a4b2280544b678da0,Lulu Hypermarket | ªÜª_ªÜª_ ªö¿_ª_¿å¿±ªÄ¿_¿±ªÛ¿é,Department Store,6453,24.66398904,46.7037573
51e06a2b498ed38b41183bea,Lulu Hypermarket | ªÜª_ªÜª_ ªö¿_ª_¿å¿±ªÄ¿_¿±ªÛ¿é,Coffee Shop,6453,24.66398904,46.7037573
560a6995498e3c55b65fd97f,Starbucks I ¿_¿é¿_¿±¿åªÛ¿_,Bakery,6413,24.8085693,46.61726302
51e84d06498ea35b580546b1,AlSunbulah | ¿_ªÜ¿_ªæ¿åªÜ¿©,Juice Bar,6288,24.70065887,46.67416259
4be80229ee96c9280e86fdbf,L'Entrec’‚te Cafe de Paris,Restaurant,6132,24.69025499,46.68490127
4c601b8490b2c9b6d7013c22,Danube | ¿_ªÜ¿À¿_ªæª_¿å,Restaurant,6065,24.6924586,46.66917368
51756c70e4b0182f6ca786f4,Elevation Burger | ¿_ªÜª_ªª_¿‚ªæ ¿å¿±ªä¿±,Road,6058,24.79857591,46.65438116
4d04b06554d0236a6594f0d5,Shawarma House | ¿åª_¿é ¿_ªÜ¿‚¿_ª_¿±ªÄ¿_,Coffee Shop,5928,24.70843854,46.68735399
4cc3237ab2beb1f7d99e144c,Jarir Bookstore | ªÄªÛ¿é¿å¿© ¿Œ¿±ª_¿±,Mobile Phone Shop,5780,24.74491545,46.67949155
4f08a3e6e4b0540ca2543782,Mama Noura | ªÄ¿_ªÄ¿_ ªæª_¿±¿©,Restaurant,5774,24.69164565,46.7016718
5380ed0c498eaf0c7902f1d3,Wayne's Coffee | ª_¿_ª_ªæ¿_ ªÛª_ªª_,Restaurant,5769,24.75347319,46.6096989
